Duration,Source IP,Destination IP,Source Port,Destination Port,Protocol,Flags,Packets,Bytes,Mean Payload Size,Std Payload Size,Min Payload Size,Max Payload Size,Mean Entropy,Min Entropy,Max Entropy,Mean Inter-Packet Interval,Min Inter-Packet Interval,Max Inter-Packet Interval
1.230144,107.170.0.14,192.168.1.118,8043,52195,TCP,RSTACK,3,120,40.0,0.0,40,40,0.0,0,0,0.6150720000150613,0.6112379999831319,0.6189060000469908
1.039159,192.168.1.118,37.120.172.171,52196,4143,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.5195795000181533,0.5181510000256822,0.5210080000106245
1.03902,37.120.172.171,192.168.1.118,4143,52196,TCP,RSTACK,3,120,40.0,0.0,40,40,0.0,0,0,0.5195099999546073,0.5179259999422356,0.521093999966979
1.160837,192.168.1.118,81.12.229.190,52197,8043,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.5804185000015423,0.5789660000009462,0.5818710000021383
1.160895,81.12.229.190,192.168.1.118,8043,52197,TCP,RSTACK,3,120,40.0,0.0,40,40,0.0,0,0,0.5804474999895319,0.5788569999858737,0.5820379999931902
1.008891,192.168.1.118,8.8.247.36,52198,443,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.5044455000315793,0.5002720000920817,0.5086189999710768
1.008934,8.8.247.36,192.168.1.118,443,52198,TCP,RSTACK,3,102,34.0,0.0,34,34,0.0,0,0,0.5044670000206679,0.5002889999886975,0.5086450000526384
1.240949,192.168.1.118,107.170.0.14,52199,8043,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.6204744999995455,0.6118119999300689,0.6291370000690222
1.240482,107.170.0.14,192.168.1.118,8043,52199,TCP,RSTACK,3,120,40.0,0.0,40,40,0.0,0,0,0.6202409999677911,0.6117329999106005,0.6287490000249818
1.019794,192.168.1.118,37.120.172.171,52200,4143,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.5098970000399277,0.5087729999795556,0.5110210001002997
1.019787,37.120.172.171,192.168.1.118,4143,52200,TCP,RSTACK,3,120,40.0,0.0,40,40,0.0,0,0,0.5098935000132769,0.5088830000022426,0.5109040000243112
1.140108,192.168.1.118,81.12.229.190,52201,8043,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.5700540000107139,0.5689299999503419,0.571178000071086
1.139707,81.12.229.190,192.168.1.118,8043,52201,TCP,RSTACK,3,120,40.0,0.0,40,40,0.0,0,0,0.5698534999974072,0.568747999961488,0.5709590000333264
1.0082,192.168.1.118,8.8.247.36,52202,443,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.5041000000201166,0.5004700000863522,0.5077299999538809
1.00823,8.8.247.36,192.168.1.118,443,52202,TCP,RSTACK,3,102,34.0,0.0,34,34,0.0,0,0,0.5041150000179186,0.5004879999905825,0.5077420000452548
1.240563,192.168.1.118,107.170.0.14,52203,8043,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.6202814999851398,0.6197449999162927,0.6208180000539869
1.240238,107.170.0.14,192.168.1.118,8043,52203,TCP,RSTACK,3,120,40.0,0.0,40,40,0.0,0,0,0.6201190000283532,0.6195410001091659,0.6206969999475405
1.039181,192.168.1.118,37.120.172.171,52204,4143,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.5195905000437051,0.5182610000483692,0.520920000039041
1.038891,37.120.172.171,192.168.1.118,4143,52204,TCP,RSTACK,3,120,40.0,0.0,40,40,0.0,0,0,0.5194454999873415,0.518428000039421,0.5204629999352619
1.139391,192.168.1.118,81.12.229.190,52205,8043,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.5696954999584705,0.5678789999801666,0.5715119999367744
1.139665,81.12.229.190,192.168.1.118,8043,52205,TCP,RSTACK,3,120,40.0,0.0,40,40,0.0,0,0,0.5698325000121258,0.5676889999303967,0.571976000093855
0.998759,192.168.1.118,8.8.247.36,52206,443,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.4993794999900274,0.49806000001262873,0.5006989999674261
0.998782,8.8.247.36,192.168.1.118,443,52206,TCP,RSTACK,3,102,34.0,0.0,34,34,0.0,0,0,0.4993910000193864,0.4981270000571385,0.5006549999816343
1.240119,192.168.1.118,107.170.0.14,52207,8043,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.6200595000409521,0.619421000010334,0.6206980000715703
1.239699,107.170.0.14,192.168.1.118,8043,52207,TCP,RSTACK,3,120,40.0,0.0,40,40,0.0,0,0,0.6198494999553077,0.6195759999100119,0.6201230000006035
1.028672,192.168.1.118,37.120.172.171,52208,4143,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.5143360000220127,0.5110170000698417,0.5176549999741837
1.026972,37.120.172.171,192.168.1.118,4143,52208,TCP,RSTACK,3,120,40.0,0.0,40,40,0.0,0,0,0.5134859999525361,0.5110319999512285,0.5159399999538437
1.160669,192.168.1.118,81.12.229.190,52209,8043,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.5803345000022091,0.5791449999669567,0.5815240000374615
1.160851,81.12.229.190,192.168.1.118,8043,52209,TCP,RSTACK,3,120,40.0,0.0,40,40,0.0,0,0,0.5804254999966361,0.5791150000877678,0.5817359999055043
0.998763,192.168.1.118,8.8.247.36,52210,443,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.4993815000052564,0.49798200000077486,0.5007810000097379
0.998823,8.8.247.36,192.168.1.118,443,52210,TCP,RSTACK,3,102,34.0,0.0,34,34,0.0,0,0,0.49941150000086054,0.49802199995610863,0.5008010000456125
1.240394,192.168.1.118,107.170.0.14,52211,8043,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.6201969999819994,0.6194549999199808,0.620939000044018
1.240157,107.170.0.14,192.168.1.118,8043,52211,TCP,RSTACK,3,120,40.0,0.0,40,40,0.0,0,0,0.6200785000110045,0.6193750000093132,0.6207820000126958
1.019178,192.168.1.118,37.120.172.171,52212,4143,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.5095890000229701,0.5076340000377968,0.5115440000081435
1.019125,37.120.172.171,192.168.1.118,4143,52212,TCP,RSTACK,3,120,40.0,0.0,40,40,0.0,0,0,0.509562499995809,0.5079319999786094,0.5111930000130087
1.159659,192.168.1.118,81.12.229.190,52213,8043,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.5798294999985956,0.579122000024654,0.5805369999725372
1.158938,81.12.229.190,192.168.1.118,8043,52213,TCP,RSTACK,3,120,40.0,0.0,40,40,0.0,0,0,0.5794689999893308,0.5788889999967068,0.5800489999819547
0.998877,192.168.1.118,8.8.247.36,52214,443,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.4994384999736212,0.49854299996513873,0.5003339999821037
0.998884,8.8.247.36,192.168.1.118,443,52214,TCP,RSTACK,3,102,34.0,0.0,34,34,0.0,0,0,0.49944200000027195,0.4985589999705553,0.5003250000299886
1.260176,192.168.1.118,107.170.0.14,52215,8043,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.6300879999762401,0.6285809999099001,0.6315950000425801
1.259846,107.170.0.14,192.168.1.118,8043,52215,TCP,RSTACK,3,120,40.0,0.0,40,40,0.0,0,0,0.6299230000004172,0.6283229999244213,0.6315230000764132
1.02951,192.168.1.118,37.120.172.171,52216,4143,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.5147550000110641,0.5116920000873506,0.5178179999347776
1.029844,37.120.172.171,192.168.1.118,4143,52216,TCP,RSTACK,3,120,40.0,0.0,40,40,0.0,0,0,0.514922000002116,0.5123049999820068,0.5175390000222251
1.140185,192.168.1.118,81.12.229.190,52217,8043,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.5700925000128336,0.5687410000246018,0.5714440000010654
1.140763,81.12.229.190,192.168.1.118,8043,52217,TCP,RSTACK,3,120,40.0,0.0,40,40,0.0,0,0,0.5703815000015311,0.5689060000004247,0.5718570000026375
0.999055,192.168.1.118,8.8.247.36,52218,443,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.49952750001102686,0.4982780000427738,0.5007769999792799
0.999107,8.8.247.36,192.168.1.118,443,52218,TCP,RSTACK,3,102,34.0,0.0,34,34,0.0,0,0,0.4995535000343807,0.49831900000572205,0.5007880000630394
1.240593,192.168.1.118,107.170.0.14,52219,8043,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.6202964999829419,0.6198459999868646,0.6207469999790192
1.240312,107.170.0.14,192.168.1.118,8043,52219,TCP,RSTACK,3,120,40.0,0.0,40,40,0.0,0,0,0.6201560000190511,0.6195239999797195,0.6207880000583827
1.019186,192.168.1.118,37.120.172.171,52220,4143,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.5095929999952205,0.5083410000661388,0.5108449999243021
1.020406,37.120.172.171,192.168.1.118,4143,52220,TCP,RSTACK,3,120,40.0,0.0,40,40,0.0,0,0,0.5102029999834485,0.5082839999813586,0.5121219999855384
1.160983,192.168.1.118,81.12.229.190,52221,8043,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.5804914999753237,0.5791970000136644,0.581785999936983
1.160934,81.12.229.190,192.168.1.118,8043,52221,TCP,RSTACK,3,120,40.0,0.0,40,40,0.0,0,0,0.5804669999633916,0.5788869999814779,0.5820469999453053
0.999114,192.168.1.118,8.8.247.36,52222,443,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.49955700000282377,0.49818100000265986,0.5009330000029877
0.999125,8.8.247.36,192.168.1.118,443,52222,TCP,RSTACK,3,102,34.0,0.0,34,34,0.0,0,0,0.4995624999864958,0.49823199992533773,0.5008930000476539
1.220303,192.168.1.118,107.170.0.14,52223,8043,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.6101514999754727,0.6086209999630228,0.6116819999879226
1.220007,107.170.0.14,192.168.1.118,8043,52223,TCP,RSTACK,3,120,40.0,0.0,40,40,0.0,0,0,0.6100034999544732,0.6083689999068156,0.6116380000021309
1.039759,192.168.1.118,37.120.172.171,52224,4143,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.5198794999741949,0.5188039999920875,0.5209549999563023
1.040576,37.120.172.171,192.168.1.118,4143,52224,TCP,RSTACK,3,120,40.0,0.0,40,40,0.0,0,0,0.5202879999997094,0.5187219999497756,0.5218540000496432
1.160276,192.168.1.118,81.12.229.190,52225,8043,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.5801380000193603,0.578613999998197,0.5816620000405237
1.157926,81.12.229.190,192.168.1.118,8043,52225,TCP,RSTACK,3,120,40.0,0.0,40,40,0.0,0,0,0.5789629999781027,0.5769530000397936,0.5809729999164119
0.998861,192.168.1.118,8.8.247.36,52226,443,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.4994305000291206,0.4978930000215769,0.5009680000366643
0.998906,8.8.247.36,192.168.1.118,443,52226,TCP,RSTACK,3,102,34.0,0.0,34,34,0.0,0,0,0.4994530000258237,0.4979629999725148,0.5009430000791326
1.240421,192.168.1.118,107.170.0.14,52227,8043,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.6202104999683797,0.6195569999981672,0.6208639999385923
1.240075,107.170.0.14,192.168.1.118,8043,52227,TCP,RSTACK,3,120,40.0,0.0,40,40,0.0,0,0,0.6200374999898486,0.6192789999768138,0.6207960000028834
1.029268,192.168.1.118,37.120.172.171,52228,4143,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.514634000021033,0.5113240000791848,0.5179439999628812
1.029155,37.120.172.171,192.168.1.118,4143,52228,TCP,RSTACK,3,120,40.0,0.0,40,40,0.0,0,0,0.5145774999982677,0.5112140000564978,0.5179409999400377
1.150452,192.168.1.118,81.12.229.190,52229,8043,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.5752259999862872,0.571544999955222,0.5789070000173524
1.14986,81.12.229.190,192.168.1.118,8043,52229,TCP,RSTACK,3,120,40.0,0.0,40,40,0.0,0,0,0.574930000002496,0.5709610000485554,0.5788989999564365
0.998913,192.168.1.118,8.8.247.36,52230,443,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.4994564999942668,0.4975190000841394,0.5013939999043941
0.998964,8.8.247.36,192.168.1.118,443,52230,TCP,RSTACK,3,102,34.0,0.0,34,34,0.0,0,0,0.4994820000138134,0.49761099996976554,0.5013530000578612
1.220086,192.168.1.118,107.170.0.14,52231,8043,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.6100429999642074,0.6090499999700114,0.6110359999584034
1.219551,107.170.0.14,192.168.1.118,8043,52231,TCP,RSTACK,3,120,40.0,0.0,40,40,0.0,0,0,0.6097754999645986,0.608669999986887,0.6108809999423102
1.039419,192.168.1.118,37.120.172.171,52232,4143,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.5197095000185072,0.518008999992162,0.5214100000448525
1.03704,37.120.172.171,192.168.1.118,4143,52232,TCP,RSTACK,3,120,40.0,0.0,40,40,0.0,0,0,0.5185200000414625,0.5161680000601336,0.5208720000227913
1.159839,192.168.1.118,81.12.229.190,52233,8043,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.579919499985408,0.5790320000378415,0.5808069999329746
1.159138,81.12.229.190,192.168.1.118,8043,52233,TCP,RSTACK,3,120,40.0,0.0,40,40,0.0,0,0,0.5795690000522882,0.5790140000171959,0.5801240000873804
1.00853,192.168.1.118,8.8.247.36,52234,443,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.5042649999959394,0.5007279999554157,0.5078020000364631
1.008537,8.8.247.36,192.168.1.118,443,52234,TCP,RSTACK,3,102,34.0,0.0,34,34,0.0,0,0,0.5042685000225902,0.5007380000315607,0.5077990000136197
1.24086,192.168.1.118,107.170.0.14,52235,8043,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.6204299999517389,0.6192069998942316,0.6216530000092462
1.2404,107.170.0.14,192.168.1.118,8043,52235,TCP,RSTACK,3,120,40.0,0.0,40,40,0.0,0,0,0.6202000000048429,0.618735000025481,0.6216649999842048
1.038622,192.168.1.118,37.120.172.171,52236,4143,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.51931100001093,0.51740599994082,0.52121600008104
1.038779,37.120.172.171,192.168.1.118,4143,52236,TCP,RSTACK,3,120,40.0,0.0,40,40,0.0,0,0,0.5193894999683835,0.5175949999829754,0.5211839999537915
1.160796,192.168.1.118,81.12.229.190,52237,8043,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.5803980000200681,0.5791830000234768,0.5816130000166595
1.160786,81.12.229.190,192.168.1.118,8043,52237,TCP,RSTACK,3,120,40.0,0.0,40,40,0.0,0,0,0.5803929999819957,0.5799499999266118,0.5808360000373796
0.999322,192.168.1.118,8.8.247.36,52238,443,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.4996610000380315,0.49845800001639873,0.5008640000596642
0.99942,8.8.247.36,192.168.1.118,443,52238,TCP,RSTACK,3,102,34.0,0.0,34,34,0.0,0,0,0.49971000000368804,0.49851699999999255,0.5009030000073835
1.239738,192.168.1.118,107.170.0.14,52239,8043,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.619868999987375,0.6191499999258667,0.6205880000488833
1.239245,107.170.0.14,192.168.1.118,8043,52239,TCP,RSTACK,3,120,40.0,0.0,40,40,0.0,0,0,0.6196225000312552,0.6187020000070333,0.620543000055477
1.038701,192.168.1.118,37.120.172.171,52240,4143,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.5193504999624565,0.5183559999568388,0.5203449999680743
1.038946,37.120.172.171,192.168.1.118,4143,52240,TCP,RSTACK,3,120,40.0,0.0,40,40,0.0,0,0,0.519473000022117,0.5187750000040978,0.5201710000401363
1.140414,192.168.1.118,81.12.229.190,52241,8043,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.5702070000115782,0.5692989999661222,0.5711150000570342
1.139844,81.12.229.190,192.168.1.118,8043,52241,TCP,RSTACK,3,120,40.0,0.0,40,40,0.0,0,0,0.569921999995131,0.5689540000166744,0.5708899999735877
0.998153,192.168.1.118,8.8.247.36,52242,443,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.49907650001114234,0.49737300002016127,0.5007800000021234
0.998216,8.8.247.36,192.168.1.118,443,52242,TCP,RSTACK,3,102,34.0,0.0,34,34,0.0,0,0,0.49910800001816824,0.49745200003962964,0.5007639999967068
1.239946,192.168.1.118,107.170.0.14,52243,8043,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.6199730000225827,0.6191090000793338,0.6208369999658316
1.239621,107.170.0.14,192.168.1.118,8043,52243,TCP,RSTACK,3,120,40.0,0.0,40,40,0.0,0,0,0.6198105000075884,0.6188149999361485,0.6208060000790283
1.018767,192.168.1.118,37.120.172.171,52244,4143,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.5093834999715909,0.5078180000418797,0.5109489999013022
1.018684,37.120.172.171,192.168.1.118,4143,52244,TCP,RSTACK,3,120,40.0,0.0,40,40,0.0,0,0,0.5093420000048354,0.5077240000246093,0.5109599999850616
1.139997,192.168.1.118,81.12.229.190,52245,8043,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.5699984999955632,0.5690239999676123,0.570973000023514
1.139817,81.12.229.190,192.168.1.118,8043,52245,TCP,RSTACK,3,120,40.0,0.0,40,40,0.0,0,0,0.5699085000087507,0.5688589999917895,0.570958000025712
0.998654,192.168.1.118,8.8.247.36,52246,443,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.4993269999977201,0.49768299993593246,0.5009710000595078
0.998689,8.8.247.36,192.168.1.118,443,52246,TCP,RSTACK,3,102,34.0,0.0,34,34,0.0,0,0,0.4993444999563508,0.4977019999641925,0.500986999948509
1.220397,192.168.1.118,107.170.0.14,52247,8043,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.6101984999841079,0.6096189999952912,0.6107779999729246
1.220048,107.170.0.14,192.168.1.118,8043,52247,TCP,RSTACK,3,120,40.0,0.0,40,40,0.0,0,0,0.610023999994155,0.6093860000837594,0.6106619999045506
1.039492,192.168.1.118,37.120.172.171,52248,4143,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.519746000005398,0.5183269999688491,0.5211650000419468
1.039508,37.120.172.171,192.168.1.118,4143,52248,TCP,RSTACK,3,120,40.0,0.0,40,40,0.0,0,0,0.5197540000081062,0.5196759999962524,0.5198320000199601
1.139532,192.168.1.118,81.12.229.190,52249,8043,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.5697659999714233,0.5685600000433624,0.5709719998994842
1.139724,81.12.229.190,192.168.1.118,8043,52249,TCP,RSTACK,3,120,40.0,0.0,40,40,0.0,0,0,0.5698620000039227,0.568968000006862,0.5707560000009835
0.998645,192.168.1.118,8.8.247.36,52250,443,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.49932250002166256,0.4975170000689104,0.5011279999744147
0.998636,8.8.247.36,192.168.1.118,443,52250,TCP,RSTACK,3,102,34.0,0.0,34,34,0.0,0,0,0.49931799998739734,0.4975900000426918,0.5010459999321029
1.240196,192.168.1.118,107.170.0.14,52251,8043,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.6200980000430718,0.6184200000716373,0.6217760000145063
1.239741,107.170.0.14,192.168.1.118,8043,52251,TCP,RSTACK,3,120,40.0,0.0,40,40,0.0,0,0,0.6198704999987967,0.6181039999937639,0.6216370000038296
1.019653,192.168.1.118,37.120.172.171,52252,4143,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.5098264999687672,0.5089549999684095,0.5106979999691248
1.019658,37.120.172.171,192.168.1.118,4143,52252,TCP,RSTACK,3,120,40.0,0.0,40,40,0.0,0,0,0.5098289999878034,0.5087760000023991,0.5108819999732077
1.149296,192.168.1.118,81.12.229.190,52253,8043,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.5746479999506846,0.5711989999981597,0.5780969999032095
1.149779,81.12.229.190,192.168.1.118,8043,52253,TCP,RSTACK,3,120,40.0,0.0,40,40,0.0,0,0,0.5748894999851473,0.5709209999768063,0.5788579999934882
0.999146,192.168.1.118,8.8.247.36,52254,443,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.4995729999500327,0.49828199995681643,0.5008639999432489
0.999181,8.8.247.36,192.168.1.118,443,52254,TCP,RSTACK,3,102,34.0,0.0,34,34,0.0,0,0,0.49959050002507865,0.4983030000003055,0.5008780000498518
1.229711,192.168.1.118,107.170.0.14,52255,8043,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.614855499996338,0.6106369999470189,0.6190740000456572
1.22928,107.170.0.14,192.168.1.118,8043,52255,TCP,RSTACK,3,120,40.0,0.0,40,40,0.0,0,0,0.6146400000434369,0.6105519999982789,0.6187280000885949
1.028757,192.168.1.118,37.120.172.171,52256,4143,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.5143784999963827,0.5107559999451041,0.5180010000476614
1.028762,37.120.172.171,192.168.1.118,4143,52256,TCP,RSTACK,3,120,40.0,0.0,40,40,0.0,0,0,0.514381000015419,0.5107690000440925,0.5179929999867454
1.139474,192.168.1.118,81.12.229.190,52257,8043,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.5697370000416413,0.5688440001104027,0.5706299999728799
1.138799,81.12.229.190,192.168.1.118,8043,52257,TCP,RSTACK,3,120,40.0,0.0,40,40,0.0,0,0,0.5693995000328869,0.567886000033468,0.5709130000323057
0.999342,192.168.1.118,8.8.247.36,52258,443,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.4996709999977611,0.4985340000130236,0.5008079999824986
0.99939,8.8.247.36,192.168.1.118,443,52258,TCP,RSTACK,3,102,34.0,0.0,34,34,0.0,0,0,0.49969500000588596,0.4985510000260547,0.5008389999857172
1.240072,192.168.1.118,107.170.0.14,52259,8043,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.6200359999784268,0.6187149999896064,0.6213569999672472
1.239834,107.170.0.14,192.168.1.118,8043,52259,TCP,RSTACK,3,120,40.0,0.0,40,40,0.0,0,0,0.6199170000036247,0.61852799996268,0.6213060000445694
1.03901,192.168.1.118,37.120.172.171,52260,4143,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.5195049999747425,0.5182400000048801,0.5207699999446049
1.038868,37.120.172.171,192.168.1.118,4143,52260,TCP,RSTACK,3,120,40.0,0.0,40,40,0.0,0,0,0.5194340000161901,0.5193060000892729,0.5195619999431074
1.150403,192.168.1.118,81.12.229.190,52261,8043,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.5752014999743551,0.5710269999690354,0.5793759999796748
1.168928,81.12.229.190,192.168.1.118,8043,52261,TCP,RSTACK,3,120,40.0,0.0,40,40,0.0,0,0,0.5844640000141226,0.5839459999697283,0.5849820000585169
0.998406,192.168.1.118,8.8.247.36,52262,443,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.4992029999848455,0.4981119999429211,0.5002940000267699
0.998468,8.8.247.36,192.168.1.118,443,52262,TCP,RSTACK,3,102,34.0,0.0,34,34,0.0,0,0,0.49923399998806417,0.4981980000156909,0.5002699999604374
1.240689,192.168.1.118,107.170.0.14,52263,8043,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.6203444999991916,0.6195109999971464,0.6211780000012368
1.240314,107.170.0.14,192.168.1.118,8043,52263,TCP,RSTACK,3,120,40.0,0.0,40,40,0.0,0,0,0.620156999968458,0.6192969999974594,0.6210169999394566
1.03895,192.168.1.118,37.120.172.171,52264,4143,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.5194749999791384,0.5180579998996109,0.5208920000586659
1.038827,37.120.172.171,192.168.1.118,4143,52264,TCP,RSTACK,3,120,40.0,0.0,40,40,0.0,0,0,0.5194134999765083,0.5179019999923185,0.5209249999606982
1.160173,192.168.1.118,81.12.229.190,52265,8043,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.5800864999764599,0.5786640000296757,0.5815089999232441
1.159901,81.12.229.190,192.168.1.118,8043,52265,TCP,RSTACK,3,120,40.0,0.0,40,40,0.0,0,0,0.5799504999886267,0.5788950000423938,0.5810059999348596
1.009259,192.168.1.118,8.8.247.36,52266,443,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.5046295000356622,0.5012200000928715,0.5080389999784529
1.009344,8.8.247.36,192.168.1.118,443,52266,TCP,RSTACK,3,102,34.0,0.0,34,34,0.0,0,0,0.5046720000100322,0.5012349999742582,0.5081090000458062
1.240651,192.168.1.118,107.170.0.14,52267,8043,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.6203254999709316,0.6190570000326261,0.621593999909237
1.240398,107.170.0.14,192.168.1.118,8043,52267,TCP,RSTACK,3,120,40.0,0.0,40,40,0.0,0,0,0.6201989999972284,0.6187570000765845,0.6216409999178723
1.029112,192.168.1.118,37.120.172.171,52268,4143,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.5145560000091791,0.5114890000550076,0.5176229999633506
1.033649,37.120.172.171,192.168.1.118,4143,52268,TCP,RSTACK,3,120,40.0,0.0,40,40,0.0,0,0,0.516824499994982,0.5125480000860989,0.5211009999038652
1.140191,192.168.1.118,81.12.229.190,52269,8043,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.5700955000356771,0.5691150000784546,0.5710759999928996
1.140783,81.12.229.190,192.168.1.118,8043,52269,TCP,RSTACK,3,120,40.0,0.0,40,40,0.0,0,0,0.5703914999612607,0.5699699999531731,0.5708129999693483
1.008455,192.168.1.118,8.8.247.36,52270,443,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.5042275000014342,0.5011340000201017,0.5073209999827668
1.008501,8.8.247.36,192.168.1.118,443,52270,TCP,RSTACK,3,102,34.0,0.0,34,34,0.0,0,0,0.5042505000019446,0.5012039999710396,0.5072970000328496
1.230623,192.168.1.118,107.170.0.14,52271,8043,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.6153114999760874,0.6112949999514967,0.619328000000678
